-1635	3695	-1223
-1659	3680	-1253
-1688	3661	-1287
-1720	3639	-1308
-1749	3633	-1302
-1769	3637	-1289
-1782	3642	-1279
-1792	3651	-1274
-1797	3653	-1266
-1790	3644	-1256
-1777	3633	-1239
-1771	3625	-1226
-1771	3619	-1228
-1771	3611	-1226
-1764	3605	-1213
-1751	3594	-1203
-1736	3575	-1206
-1732	3575	-1222
-1739	3577	-1250
-1736	3569	-1268
-1729	3567	-1271
-1713	3578	-1256
-1702	3594	-1231
-1712	3613	-1219
-1728	3640	-1220
-1735	3668	-1211
-1734	3694	-1191
-1716	3691	-1180
-1687	3661	-1175
-1681	3646	-1171
-1690	3643	-1157
-1693	3644	-1137
-1693	3643	-1125
-1693	3638	-1127
-1702	3635	-1145
-1699	3635	-1169
-1700	3634	-1195
-1715	3636	-1222
-1736	3636	-1243
-1751	3625	-1257
-1743	3625	-1259
-1720	3620	-1259
-1703	3615	-1226
-1704	3617	-1216
-1706	3619	-1216
-1702	3614	-1218
-1695	3628	-1214
-1687	3649	-1196
-1679	3647	-1178
-1669	3641	-1160
-1671	3652	-1128
-1674	3644	-1100
-1676	3614	-1095
-1698	3616	-1098
-1727	3644	-1092
-1733	3636	-1083
-1725	3619	-1108
-1725	3640	-1159
-1721	3664	-1187
-1713	3680	-1183
-1701	3687	-1163
-1680	3668	-1151
-1658	3632	-1143
-1639	3591	-1125
-1631	3569	-1111
-1633	3567	-1109
-1639	3575	-1117
-1652	3624	-1140
-1662	3698	-1167
-1674	3744	-1195
-1687	3760	-1209
-1696	3764	-1202
-1704	3743	-1192
-1709	3712	-1202
-1705	3689	-1231
-1694	3675	-1247
-1677	3669	-1245
-1656	3667	-1233
-1643	3670	-1219
-1650	3668	-1205
-1666	3652	-1195
-1677	3643	-1181
-1682	3642	-1151
-1676	3642	-1120
-1673	3653	-1106
-1674	3676	-1102
-1668	3697	-1107
-1656	3700	-1113
-1639	3692	-1112
-1623	3682	-1118
-1611	3665	-1130
-1611	3650	-1156
