3045	1475	2336
3044	1496	2369
3015	1493	2402
2959	1482	2416
2937	1466	2420
2930	1448	2412
2932	1430	2424
2946	1419	2406
2976	1430	2417
3021	1420	2452
3050	1384	2461
3079	1400	2473
3078	1395	2431
3078	1402	2446
3053	1482	2530
3012	1463	2610
3029	1415	2641
3049	1382	2631
3050	1325	2602
3050	1317	2584
3045	1335	2563
3047	1325	2552
3065	1322	2545
3070	1320	2515
3075	1318	2486
3077	1305	2447
3078	1304	2439
3071	1331	2422
3062	1316	2424
3072	1304	2412
3078	1254	2420
3079	1256	2457
3068	1304	2497
3067	1321	2537
3061	1289	2527
3062	1238	2490
3061	1210	2434
3062	1197	2425
3069	1229	2409
3066	1232	2413
3069	1255	2410
3072	1270	2419
3080	1271	2436
3085	1255	2448
3094	1231	2461
3089	1224	2465
3085	1236	2487
3081	1263	2478
3083	1244	2484
3085	1205	2471
3084	1151	2465
3089	1110	2438
3086	1070	2433
3091	1095	2428
3092	1110	2419
3094	1111	2413
3095	1129	2386
3099	1128	2382
3099	1116	2379
3101	1135	2404
3105	1176	2419
3108	1182	2450
3114	1195	2447
3112	1160	2442
3111	1134	2416
3111	1112	2384
3116	1113	2373
3115	1125	2364
3116	1142	2383
3110	1155	2376
3109	1134	2389
3115	1117	2389
3117	1089	2412
3118	1107	2430
3117	1090	2459
3123	1088	2454
3128	1071	2440
3128	1067	2435
3128	1068	2408
3126	1050	2417
3126	1070	2387
3120	1070	2364
3121	1085	2330
3125	1077	2327
3127	1097	2327
3133	1097	2347
3135	1126	2365
3133	1171	2390
3123	1186	2427
3116	1184	2428
3108	1176	2439
3105	1152	2439
3100	1162	2439
3092	1154	2425
3078	1201	2407
3069	1224	2413
3082	1237	2412
3092	1242	2421
3104	1237	2423
3109	1207	2407
3112	1178	2403
3111	1193	2394
3111	1219	2413
3104	1252	2398
3096	1273	2422
3089	1310	2424
3085	1288	2440
3093	1271	2423
3093	1222	2403
3101	1197	2404
3104	1201	2394
3109	1195	2400
3115	1229	2380
3116	1233	2383
3108	1233	2354
3106	1228	2354
3112	1246	2337
3112	1231	2360
3111	1260	2379
3102	1284	2396
3103	1298	2421
3103	1292	2413
3104	1249	2412
3108	1235	2373
3111	1219	2374
3114	1234	2355
3113	1233	2362
3112	1261	2354
3110	1266	2364
3114	1282	2363
3113	1278	2357
3115	1285	2366
3115	1300	2347
3118	1285	2361
3119	1306	2347
3116	1293	2360
3115	1318	2350
3111	1312	2366
3111	1305	2374
3108	1296	2380
3107	1289	2374
3104	1271	2358
3105	1253	2353
3108	1258	2319
3114	1236	2326
3121	1273	2311
3127	1292	2333
3129	1329	2330
3124	1332	2326
3121	1314	2315
3119	1281	2298
3123	1255	2300
3122	1262	2298
3120	1264	2326
3114	1287	2336
3112	1289	2363
3107	1295	2356
3106	1271	2360
3110	1254	2336
