-976	3114	-2619
-976	3059	-2585
-981	3043	-2617
-988	3049	-2678
-993	3059	-2710
-992	3063	-2704
-988	3053	-2657
-984	3045	-2599
-979	3045	-2574
-975	3054	-2583
-974	3070	-2616
-972	3079	-2653
-969	3078	-2676
-967	3074	-2683
-967	3073	-2683
-968	3076	-2692
-969	3082	-2707
-968	3084	-2709
-964	3085	-2698
-958	3090	-2683
-953	3091	-2672
-951	3086	-2666
-954	3080	-2676
-957	3075	-2699
-954	3066	-2716
-952	3053	-2710
-951	3041	-2681
-952	3032	-2644
-954	3027	-2620
-954	3022	-2615
-954	3012	-2610
-959	3006	-2591
-960	3004	-2570
-958	3002	-2569
-956	3002	-2591
-958	3002	-2624
-959	3009	-2658
-961	3013	-2683
-962	3016	-2686
-960	3022	-2670
-960	3032	-2670
-960	3046	-2644
-957	3064	-2630
-953	3085	-2635
-949	3106	-2650
-945	3112	-2661
-940	3105	-2660
-944	3104	-2658
-952	3107	-2658
-959	3115	-2664
-966	3123	-2675
-970	3125	-2677
-973	3126	-2667
-972	3120	-2660
-969	3114	-2654
-967	3112	-2646
-966	3105	-2633
-964	3086	-2625
-965	3069	-2637
-965	3062	-2651
-967	3057	-2664
-969	3052	-2675
-970	3053	-2685
-967	3054	-2697
-963	3051	-2694
-960	3053	-2681
-960	3057	-2679
-959	3060	-2679
-959	3062	-2682
-958	3064	-2689
-958	3075	-2690
-960	3085	-2691
-962	3091	-2700
-963	3106	-2712
-962	3122	-2726
-957	3126	-2720
-951	3116	-2689
-948	3105	-2658
-949	3107	-2645
-953	3121	-2647
-959	3129	-2655
-963	3126	-2659
-968	3118	-2655
-973	3104	-2659
-976	3090	-2671
-976	3076	-2683
-977	3069	-2696
-976	3071	-2698
-974	3074	-2696
-971	3075	-2705
-968	3075	-2725
-967	3077	-2743
-966	3077	-2749
-965	3072	-2748
-963	3073	-2751
-960	3074	-2755
-957	3065	-2749
-956	3057	-2734
-956	3053	-2717
-958	3052	-2708
-961	3054	-2708
-961	3054	-2714
-961	3055	-2715
-969	3061	-2709
-971	3068	-2700
-970	3078	-2691
-968	3083	-2691
-968	3083	-2690
-964	3083	-2682
-960	3086	-2675
-959	3086	-2676
-961	3082	-2680
-964	3073	-2689
-966	3065	-2689
-968	3059	-2689
-968	3052	-2692
-968	3041	-2683
-970	3030	-2689
-969	3033	-2694
-965	3045	-2684
-960	3046	-2684
-957	3052	-2665
-957	3066	-2679
-959	3074	-2708
-961	3079	-2742
-958	3077	-2763
-953	3068	-2762
-950	3059	-2743
-951	3053	-2719
-954	3054	-2706
-958	3053	-2697
-962	3048	-2684
-967	3040	-2682
-970	3031	-2693
-973	3029	-2701
-975	3031	-2706
-975	3035	-2712
-973	3040	-2718
-970	3047	-2722
-965	3055	-2725
-957	3057	-2725
-952	3054	-2721
-951	3047	-2716
-950	3040	-2709
-950	3037	-2702
-952	3032	-2695
-952	3022	-2693
-954	3014	-2691
-958	3008	-2685
-963	3007	-2681
-967	3007	-2681
-969	3006	-2682
-971	3006	-2685
-972	3005	-2686
-972	3003	-2682
-970	3003	-2675
-968	3005	-2667
-967	3010	-2661
-966	3015	-2665
-965	3017	-2680
-964	3018	-2692
-966	3024	-2704
-968	3032	-2716
-968	3035	-2719
-968	3034	-2711
-968	3028	-2692
-969	3022	-2679
-971	3024	-2683
-972	3035	-2692
-973	3045	-2698
-975	3050	-2697
-977	3054	-2702
-977	3057	-2718
-977	3066	-2736
-979	3072	-2745
-976	3072	-2741
-972	3046	-2727
-969	3029	-2712
-967	3029	-2704
-968	3019	-2707
-972	3019	-2713
-979	3013	-2719
-987	3008	-2726
-992	3002	-2726
-996	2998	-2726
-998	3002	-2741
-994	3008	-2748
-989	3010	-2757
-984	3011	-2762
-980	3021	-2765
-977	3035	-2765
-974	3045	-2791
-973	3053	-2791
-973	3057	-2792
-974	3064	-2791
-972	3077	-2785
-970	3081	-2774
-971	3076	-2761
-972	3062	-2751
-974	3045	-2742
-979	3034	-2738
-986	3023	-2740
-992	3015	-2737
-998	3010	-2718
-1004	3007	-2704
-1006	3008	-2702
-1004	3007	-2701
-1000	3006	-2701
-997	3006	-2701
-995	3005	-2707
-994	3000	-2714
-989	2997	-2722
-986	3002	-2733
-985	3009	-2745
-984	3009	-2752
-982	3003	-2749
-985	2999	-2743
-989	2996	-2740
-995	2994	-2742
-999	2996	-2745
-999	3002	-2741
-1000	3011	-2736
-1005	3018	-2735
-1009	3026	-2738
-1012	3039	-2751
-1010	3044	-2768
-1004	3036	-2769
-998	3025	-2756
-995	3021	-2739
-1002	3028	-2730
-1016	3035	-2732
-1036	3032	-2736
-1057	3022	-2730
-1078	3012	-2718
-1095	3009	-2712
-1098	3008	-2715
-1087	3007	-2718
-1066	3008	-2726
-1045	3011	-2739
-1023	3014	-2748
-1005	3021	-2756
-994	3026	-2764
-987	3031	-2768
-983	3035	-2760
-983	3034	-2746
-983	3038	-2734
-984	3040	-2721
-983	3040	-2706
-984	3032	-2697
-988	3022	-2692
-988	3022	-2688
-1005	3015	-2680
-1013	3016	-2675
-1022	3014	-2670
-1032	3009	-2665
-1036	3008	-2665
-1031	3011	-2660
-1023	3014	-2662
-1016	3016	-2664
-1011	3013	-2654
-1014	3015	-2652
-1015	3024	-2663
-1009	3031	-2676
-1008	3037	-2690
-1006	3045	-2699
-1001	3053	-2695
-997	3052	-2684
-995	3046	-2676
-996	3052	-2678
-995	3068	-2688
-993	3083	-2687
-992	3086	-2671
-991	3085	-2650
-996	3085	-2648
-1004	3092	-2675
-1007	3100	-2707
-1001	3091	-2720
-994	3071	-2694
-988	3053	-2650
-988	3045	-2623
-992	3045	-2613
-1001	3040	-2617
-1014	3026	-2621
-1028	3012	-2616
-1043	3005	-2600
-1063	3003	-2582
-1085	3007	-2584
-1110	3015	-2602
-1128	3026	-2628
-1124	3041	-2659
-1107	3058	-2689
-1082	3075	-2700
-1046	3081	-2684
-1013	3076	-2658
-992	3066	-2649
-979	3056	-2657
-972	3045	-2674
