10-08 10:40:49 ,1163038354 ,-977 ,3066 ,-2736
10-08 10:40:49 ,1163038388 ,-979 ,3072 ,-2745
10-08 10:40:49 ,1163038388 ,-976 ,3072 ,-2741
10-08 10:40:49 ,1163038389 ,-972 ,3046 ,-2727
10-08 10:40:49 ,1163038389 ,-969 ,3029 ,-2712
10-08 10:40:49 ,1163038421 ,-967 ,3029 ,-2704
10-08 10:40:49 ,1163038421 ,-968 ,3019 ,-2707
10-08 10:40:49 ,1163038455 ,-972 ,3019 ,-2713
10-08 10:40:49 ,1163038455 ,-979 ,3013 ,-2719
10-08 10:40:49 ,1163038456 ,-987 ,3008 ,-2726
10-08 10:40:49 ,1163038456 ,-992 ,3002 ,-2726
10-08 10:40:49 ,1163038491 ,-996 ,2998 ,-2726
10-08 10:40:49 ,1163038491 ,-998 ,3002 ,-2741
10-08 10:40:49 ,1163038492 ,-994 ,3008 ,-2748
10-08 10:40:49 ,1163038492 ,-989 ,3010 ,-2757
10-08 10:40:49 ,1163038529 ,-984 ,3011 ,-2762
10-08 10:40:49 ,1163038529 ,-980 ,3021 ,-2765
10-08 10:40:49 ,1163038530 ,-977 ,3035 ,-2765
10-08 10:40:49 ,1163038530 ,-974 ,3045 ,-2791
10-08 10:40:50 ,1163038587 ,-973 ,3053 ,-2791
10-08 10:40:50 ,1163038587 ,-973 ,3057 ,-2792
10-08 10:40:50 ,1163038589 ,-974 ,3064 ,-2791
10-08 10:40:50 ,1163038589 ,-972 ,3077 ,-2785
10-08 10:40:50 ,1163038590 ,-970 ,3081 ,-2774
10-08 10:40:50 ,1163038590 ,-971 ,3076 ,-2761
10-08 10:40:50 ,1163038630 ,-972 ,3062 ,-2751
10-08 10:40:50 ,1163038630 ,-974 ,3045 ,-2742
10-08 10:40:50 ,1163038631 ,-979 ,3034 ,-2738
10-08 10:40:50 ,1163038631 ,-986 ,3023 ,-2740
10-08 10:40:50 ,1163038632 ,-992 ,3015 ,-2737
10-08 10:40:50 ,1163038632 ,-998 ,3010 ,-2718
10-08 10:40:50 ,1163038683 ,-1004 ,3007 ,-2704
10-08 10:40:50 ,1163038683 ,-1006 ,3008 ,-2702
10-08 10:40:50 ,1163038685 ,-1004 ,3007 ,-2701
10-08 10:40:50 ,1163038685 ,-1000 ,3006 ,-2701
10-08 10:40:50 ,1163038737 ,-997 ,3006 ,-2701
10-08 10:40:50 ,1163038737 ,-995 ,3005 ,-2707
10-08 10:40:50 ,1163038739 ,-994 ,3000 ,-2714
10-08 10:40:50 ,1163038739 ,-989 ,2997 ,-2722
10-08 10:40:50 ,1163038740 ,-986 ,3002 ,-2733
10-08 10:40:50 ,1163038740 ,-985 ,3009 ,-2745
10-08 10:40:50 ,1163038786 ,-984 ,3009 ,-2752
10-08 10:40:50 ,1163038786 ,-982 ,3003 ,-2749
10-08 10:40:50 ,1163038787 ,-985 ,2999 ,-2743
10-08 10:40:50 ,1163038787 ,-989 ,2996 ,-2740
10-08 10:40:50 ,1163038834 ,-995 ,2994 ,-2742
10-08 10:40:50 ,1163038834 ,-999 ,2996 ,-2745
10-08 10:40:50 ,1163038836 ,-999 ,3002 ,-2741
10-08 10:40:50 ,1163038836 ,-1000 ,3011 ,-2736
10-08 10:40:50 ,1163038837 ,-1005 ,3018 ,-2735
10-08 10:40:50 ,1163038837 ,-1009 ,3026 ,-2738
10-08 10:40:50 ,1163038883 ,-1012 ,3039 ,-2751
10-08 10:40:50 ,1163038883 ,-1010 ,3044 ,-2768
10-08 10:40:50 ,1163038884 ,-1004 ,3036 ,-2769
10-08 10:40:50 ,1163038884 ,-998 ,3025 ,-2756
10-08 10:40:50 ,1163038935 ,-995 ,3021 ,-2739
10-08 10:40:50 ,1163038935 ,-1002 ,3028 ,-2730
10-08 10:40:50 ,1163038937 ,-1016 ,3035 ,-2732
10-08 10:40:50 ,1163038937 ,-1036 ,3032 ,-2736
10-08 10:40:50 ,1163038937 ,-1057 ,3022 ,-2730
10-08 10:40:50 ,1163038937 ,-1078 ,3012 ,-2718
10-08 10:40:50 ,1163038983 ,-1095 ,3009 ,-2712
10-08 10:40:50 ,1163038983 ,-1098 ,3008 ,-2715
10-08 10:40:50 ,1163038984 ,-1087 ,3007 ,-2718
10-08 10:40:50 ,1163038984 ,-1066 ,3008 ,-2726
10-08 10:40:50 ,1163039034 ,-1045 ,3011 ,-2739
10-08 10:40:50 ,1163039034 ,-1023 ,3014 ,-2748
10-08 10:40:50 ,1163039036 ,-1005 ,3021 ,-2756
10-08 10:40:50 ,1163039036 ,-994 ,3026 ,-2764
10-08 10:40:50 ,1163039037 ,-987 ,3031 ,-2768
10-08 10:40:50 ,1163039037 ,-983 ,3035 ,-2760
10-08 10:40:50 ,1163039084 ,-983 ,3034 ,-2746
10-08 10:40:50 ,1163039084 ,-983 ,3038 ,-2734
10-08 10:40:50 ,1163039087 ,-984 ,3040 ,-2721
10-08 10:40:50 ,1163039087 ,-983 ,3040 ,-2706
10-08 10:40:50 ,1163039133 ,-984 ,3032 ,-2697
10-08 10:40:50 ,1163039133 ,-988 ,3022 ,-2692
10-08 10:40:50 ,1163039135 ,-988 ,3022 ,-2688
10-08 10:40:50 ,1163039135 ,-1005 ,3015 ,-2680
10-08 10:40:50 ,1163039135 ,-1013 ,3016 ,-2675
10-08 10:40:50 ,1163039135 ,-1022 ,3014 ,-2670
10-08 10:40:50 ,1163039178 ,-1032 ,3009 ,-2665
10-08 10:40:50 ,1163039178 ,-1036 ,3008 ,-2665
10-08 10:40:50 ,1163039180 ,-1031 ,3011 ,-2660
10-08 10:40:50 ,1163039180 ,-1023 ,3014 ,-2662
10-08 10:40:50 ,1163039215 ,-1016 ,3016 ,-2664
10-08 10:40:50 ,1163039215 ,-1011 ,3013 ,-2654
10-08 10:40:50 ,1163039216 ,-1014 ,3015 ,-2652
10-08 10:40:50 ,1163039216 ,-1015 ,3024 ,-2663
10-08 10:40:50 ,1163039217 ,-1009 ,3031 ,-2676
10-08 10:40:50 ,1163039217 ,-1008 ,3037 ,-2690
10-08 10:40:50 ,1163039248 ,-1006 ,3045 ,-2699
10-08 10:40:50 ,1163039248 ,-1001 ,3053 ,-2695
10-08 10:40:50 ,1163039276 ,-997 ,3052 ,-2684
10-08 10:40:50 ,1163039276 ,-995 ,3046 ,-2676
10-08 10:40:50 ,1163039322 ,-996 ,3052 ,-2678
10-08 10:40:50 ,1163039322 ,-995 ,3068 ,-2688
10-08 10:40:50 ,1163039323 ,-993 ,3083 ,-2687
10-08 10:40:50 ,1163039323 ,-992 ,3086 ,-2671
10-08 10:40:50 ,1163039325 ,-991 ,3085 ,-2650
10-08 10:40:50 ,1163039325 ,-996 ,3085 ,-2648
10-08 10:40:50 ,1163039368 ,-1004 ,3092 ,-2675
10-08 10:40:50 ,1163039368 ,-1007 ,3100 ,-2707
10-08 10:40:50 ,1163039370 ,-1001 ,3091 ,-2720
10-08 10:40:50 ,1163039370 ,-994 ,3071 ,-2694
10-08 10:40:50 ,1163039400 ,-988 ,3053 ,-2650
10-08 10:40:50 ,1163039400 ,-988 ,3045 ,-2623
10-08 10:40:50 ,1163039431 ,-992 ,3045 ,-2613
10-08 10:40:50 ,1163039431 ,-1001 ,3040 ,-2617
10-08 10:40:50 ,1163039432 ,-1014 ,3026 ,-2621
10-08 10:40:50 ,1163039432 ,-1028 ,3012 ,-2616
10-08 10:40:50 ,1163039466 ,-1043 ,3005 ,-2600
10-08 10:40:50 ,1163039466 ,-1063 ,3003 ,-2582
10-08 10:40:50 ,1163039467 ,-1085 ,3007 ,-2584
10-08 10:40:50 ,1163039467 ,-1110 ,3015 ,-2602
10-08 10:40:50 ,1163039503 ,-1128 ,3026 ,-2628
10-08 10:40:50 ,1163039503 ,-1124 ,3041 ,-2659
10-08 10:40:51 ,1163039547 ,-1107 ,3058 ,-2689
10-08 10:40:51 ,1163039547 ,-1082 ,3075 ,-2700
10-08 10:40:51 ,1163039548 ,-1046 ,3081 ,-2684
10-08 10:40:51 ,1163039548 ,-1013 ,3076 ,-2658
10-08 10:40:51 ,1163039549 ,-992 ,3066 ,-2649
10-08 10:40:51 ,1163039549 ,-979 ,3056 ,-2657
10-08 10:40:51 ,1163039550 ,-972 ,3045 ,-2674
10-08 10:40:51 ,1163039550 ,-969 ,3030 ,-2697
10-08 10:40:51 ,1163039596 ,-969 ,3019 ,-2719
10-08 10:40:51 ,1163039596 ,-972 ,3015 ,-2734
10-08 10:40:51 ,1163039648 ,-973 ,3018 ,-2739
10-08 10:40:51 ,1163039648 ,-970 ,3022 ,-2733
10-08 10:40:51 ,1163039649 ,-964 ,3024 ,-2716
10-08 10:40:51 ,1163039649 ,-955 ,3027 ,-2689
10-08 10:40:51 ,1163039650 ,-942 ,3030 ,-2662
10-08 10:40:51 ,1163039650 ,-931 ,3033 ,-2643
10-08 10:40:51 ,1163039676 ,-926 ,3035 ,-2632
10-08 10:40:51 ,1163039676 ,-927 ,3034 ,-2630
10-08 10:40:51 ,1163039707 ,-938 ,3035 ,-2614
10-08 10:40:51 ,1163039707 ,-950 ,3041 ,-2588
10-08 10:40:51 ,1163039708 ,-950 ,3041 ,-2568
10-08 10:40:51 ,1163039708 ,-955 ,3034 ,-2555
10-08 10:40:51 ,1163039709 ,-957 ,3031 ,-2551
10-08 10:40:51 ,1163039709 ,-957 ,3029 ,-2548
10-08 10:40:51 ,1163039739 ,-957 ,3030 ,-2548
10-08 10:40:51 ,1163039739 ,-958 ,3030 ,-2541
10-08 10:40:51 ,1163039767 ,-960 ,3030 ,-2534
10-08 10:40:51 ,1163039767 ,-963 ,3024 ,-2545
10-08 10:40:51 ,1163039805 ,-967 ,3019 ,-2560
10-08 10:40:51 ,1163039805 ,-969 ,3021 ,-2570
10-08 10:40:51 ,1163039806 ,-972 ,3032 ,-2582
10-08 10:40:51 ,1163039806 ,-973 ,3044 ,-2582
10-08 10:40:51 ,1163039807 ,-975 ,3061 ,-2590
10-08 10:40:51 ,1163039807 ,-978 ,3080 ,-2598
10-08 10:40:51 ,1163039838 ,-981 ,3100 ,-2612
10-08 10:40:51 ,1163039838 ,-981 ,3126 ,-2632
10-08 10:40:51 ,1163039840 ,-980 ,3146 ,-2642
10-08 10:40:51 ,1163039840 ,-980 ,3151 ,-2636
10-08 10:40:51 ,1163039882 ,-981 ,3146 ,-2622
10-08 10:40:51 ,1163039882 ,-984 ,3144 ,-2608
10-08 10:40:51 ,1163039930 ,-990 ,3143 ,-2596
10-08 10:40:51 ,1163039930 ,-1002 ,3141 ,-2590
10-08 10:40:51 ,1163039932 ,-1023 ,3133 ,-2588
10-08 10:40:51 ,1163039932 ,-1045 ,3117 ,-2584
10-08 10:40:51 ,1163039933 ,-1064 ,3110 ,-2579
10-08 10:40:51 ,1163039933 ,-1077 ,3117 ,-2585
10-08 10:40:51 ,1163039960 ,-1081 ,3125 ,-2596
10-08 10:40:51 ,1163039960 ,-1074 ,3127 ,-2606
10-08 10:40:51 ,1163039997 ,-1064 ,3122 ,-2623
10-08 10:40:51 ,1163039997 ,-1045 ,3111 ,-2632
10-08 10:40:51 ,1163039998 ,-1023 ,3104 ,-2628
10-08 10:40:51 ,1163039998 ,-1006 ,3105 ,-2629
10-08 10:40:51 ,1163039999 ,-994 ,3111 ,-2639
10-08 10:40:51 ,1163039999 ,-987 ,3106 ,-2658
10-08 10:40:51 ,1163040047 ,-983 ,3095 ,-2680
10-08 10:40:51 ,1163040047 ,-981 ,3089 ,-2691
10-08 10:40:51 ,1163040048 ,-979 ,3082 ,-2687
10-08 10:40:51 ,1163040048 ,-976 ,3079 ,-2666
10-08 10:40:51 ,1163040098 ,-975 ,3088 ,-2628
10-08 10:40:51 ,1163040098 ,-977 ,3098 ,-2592
10-08 10:40:51 ,1163040099 ,-981 ,3104 ,-2571
10-08 10:40:51 ,1163040099 ,-986 ,3111 ,-2566
10-08 10:40:51 ,1163040100 ,-992 ,3120 ,-2566
10-08 10:40:51 ,1163040100 ,-994 ,3127 ,-2561
10-08 10:40:51 ,1163040150 ,-992 ,3132 ,-2550
10-08 10:40:51 ,1163040150 ,-990 ,3138 ,-2529
10-08 10:40:51 ,1163040151 ,-987 ,3137 ,-2514
10-08 10:40:51 ,1163040151 ,-986 ,3126 ,-2504
10-08 10:40:51 ,1163040204 ,-985 ,3115 ,-2494
10-08 10:40:51 ,1163040204 ,-984 ,3109 ,-2492
10-08 10:40:51 ,1163040206 ,-983 ,3106 ,-2505
10-08 10:40:51 ,1163040206 ,-980 ,3106 ,-2530
10-08 10:40:51 ,1163040207 ,-978 ,3111 ,-2564
10-08 10:40:51 ,1163040207 ,-974 ,3109 ,-2605
10-08 10:40:51 ,1163040241 ,-971 ,3104 ,-2630
10-08 10:40:51 ,1163040241 ,-966 ,3109 ,-2627
10-08 10:40:51 ,1163040242 ,-960 ,3119 ,-2605
10-08 10:40:51 ,1163040242 ,-954 ,3132 ,-2572
10-08 10:40:51 ,1163040276 ,-953 ,3136 ,-2551
10-08 10:40:51 ,1163040276 ,-955 ,3131 ,-2541
10-08 10:40:51 ,1163040308 ,-960 ,3129 ,-2548
10-08 10:40:51 ,1163040308 ,-973 ,3121 ,-2569
10-08 10:40:51 ,1163040309 ,-997 ,3104 ,-2584
10-08 10:40:51 ,1163040309 ,-1039 ,3084 ,-2605
10-08 10:40:51 ,1163040343 ,-1082 ,3068 ,-2626
10-08 10:40:51 ,1163040343 ,-1105 ,3060 ,-2626
10-08 10:40:51 ,1163040344 ,-1105 ,3052 ,-2597
10-08 10:40:51 ,1163040344 ,-1105 ,3034 ,-2550
10-08 10:40:51 ,1163040387 ,-1069 ,3015 ,-2500
10-08 10:40:51 ,1163040387 ,-1033 ,3007 ,-2469
10-08 10:40:51 ,1163040388 ,-1016 ,3014 ,-2464
10-08 10:40:51 ,1163040388 ,-1027 ,3036 ,-2492
10-08 10:40:51 ,1163040390 ,-1053 ,3036 ,-2544
10-08 10:40:51 ,1163040390 ,-1089 ,3320 ,-2570
10-08 10:40:51 ,1163040438 ,-1114 ,3073 ,-2564
10-08 10:40:51 ,1163040438 ,-1110 ,3061 ,-2552
10-08 10:40:51 ,1163040439 ,-1100 ,3043 ,-2543
10-08 10:40:51 ,1163040439 ,-1102 ,3016 ,-2543
10-08 10:40:51 ,1163040489 ,-1117 ,2992 ,-2543
10-08 10:40:51 ,1163040489 ,-1156 ,2981 ,-2814
10-08 10:40:51 ,1163040490 ,-1200 ,2979 ,-2583
10-08 10:40:51 ,1163040490 ,-1235 ,2986 ,-2596
10-08 10:40:51 ,1163040491 ,-1259 ,3001 ,-2608
10-08 10:40:51 ,1163040491 ,-1262 ,3023 ,-2609
10-08 10:40:51 ,1163040540 ,-1252 ,3053 ,-2600
10-08 10:40:51 ,1163040540 ,-1233 ,3082 ,-2617
10-08 10:40:51 ,1163040541 ,-1192 ,3113 ,-2639
10-08 10:40:51 ,1163040541 ,-1144 ,3127 ,-2668
10-08 10:40:52 ,1163040578 ,-1100 ,3129 ,-2718
10-08 10:40:52 ,1163040578 ,-1056 ,3131 ,-2761
10-08 10:40:52 ,1163040579 ,-1023 ,3122 ,-2798
10-08 10:40:52 ,1163040579 ,-1000 ,3104 ,-2818
10-08 10:40:52 ,1163040580 ,-984 ,3085 ,-2816
10-08 10:40:52 ,1163040580 ,-974 ,3073 ,-2814
10-08 10:40:52 ,1163040619 ,-969 ,3051 ,-2822
10-08 10:40:52 ,1163040619 ,-965 ,3029 ,-2821
10-08 10:40:52 ,1163040651 ,-962 ,3017 ,-2807
10-08 10:40:52 ,1163040651 ,-960 ,3019 ,-2781
10-08 10:40:52 ,1163040683 ,-958 ,3036 ,-2742
10-08 10:40:52 ,1163040683 ,-954 ,3058 ,-2691
10-08 10:40:52 ,1163040685 ,-939 ,3071 ,-2633
10-08 10:40:52 ,1163040685 ,-918 ,3068 ,-2568
10-08 10:40:52 ,1163040686 ,-903 ,3050 ,-2507
10-08 10:40:52 ,1163040686 ,-900 ,3028 ,-2468
10-08 10:40:52 ,1163040722 ,-917 ,3008 ,-2450
10-08 10:40:52 ,1163040722 ,-952 ,2994 ,-2453
10-08 10:40:52 ,1163040724 ,-1008 ,2990 ,-2486
10-08 10:40:52 ,1163040724 ,-1084 ,2990 ,-2543
10-08 10:40:52 ,1163040768 ,-1155 ,2993 ,-2574
10-08 10:40:52 ,1163040768 ,-1198 ,3006 ,-2549
10-08 10:40:52 ,1163040769 ,-1200 ,3031 ,-2506
